date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:23:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:23:58%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/	html/index-4.html	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:23:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:23:59%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-3	other/our-services-3	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:00	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:00%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-4	other/our-services-4	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:01%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-5	other/our-services-5	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:03	29849/29849	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Jan%202026%2018:24:02%20GMT	https://web.archive.org/web/20180825172746/http://ayadrezk.com/our-services-5	html/our-services-10.html	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:03%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-6	other/our-services-6	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:04%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-7	other/our-services-7	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:05%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-8	other/our-services-8	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:06%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-9	other/our-services-9	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:07%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-customer	other/our-customer	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:08%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/about-us	other/about-us	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:09%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/contact-us	other/contact-us	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:10%20GMT	https://web.archive.org/web/20180825172000im_/http://ayadrezk.com/users/images/1.jpg	jpg/1-2.jpg	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:12	225776/225776	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Jan%202026%2018:24:11%20GMT	https://web.archive.org/web/20180825164659im_/http://ayadrezk.com/users/images/1.jpg	jpg/1-2.jpg	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:12%20GMT	https://web.archive.org/web/20180825172000/http://ayadrezk.com/users/index.html	html/index-5.html	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:13%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/jquery.min.js	js/jquery.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:15	86956/86956	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:14%20GMT	https://web.archive.org/web/20180825172029js_/http://ayadrezk.com/users/js/jquery.min.js	js/jquery.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:15%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/bootstrap.min.js	js/bootstrap.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:17	38341/38341	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:16%20GMT	https://web.archive.org/web/20180825174509js_/http://ayadrezk.com/users/js/bootstrap.min.js	js/bootstrap.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:17%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/jquery.hoverIntent.js	js/jquery.hoverintent-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:19	8215/8215	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:19%20GMT	https://web.archive.org/web/20180825171030js_/http://ayadrezk.com/users/js/jquery.hoverIntent.js	js/jquery.hoverintent-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:20%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/superfish.min.js	js/superfish.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:21	5774/5774	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:21%20GMT	https://web.archive.org/web/20180825172237js_/http://ayadrezk.com/users/js/superfish.min.js	js/superfish.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:21	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:21%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/jquery.sliderPro.min.js	js/jquery.sliderpro.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:23	98607/98607	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:22%20GMT	https://web.archive.org/web/20180825172703js_/http://ayadrezk.com/users/js/jquery.sliderPro.min.js	js/jquery.sliderpro.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:23	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:23%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/owl.carousel.min.js	js/owl.carousel.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:25	97265/97265	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:25%20GMT	https://web.archive.org/web/20180825174120js_/http://ayadrezk.com/users/js/owl.carousel.min.js	js/owl.carousel.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:25	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:25%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/odometer.min.js	js/odometer.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:27	11191/11191	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:26%20GMT	https://web.archive.org/web/20180825170428js_/http://ayadrezk.com/users/js/odometer.min.js	js/odometer.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:27	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:27%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/waypoints.min.js	js/waypoints.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:30	9343/9343	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:30%20GMT	https://web.archive.org/web/20180825180127js_/http://ayadrezk.com/users/js/waypoints.min.js	js/waypoints.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:30	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:30%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/jquery.slicknav.min.js	js/jquery.slicknav.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:32	8122/8122	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:31%20GMT	https://web.archive.org/web/20180825172412js_/http://ayadrezk.com/users/js/jquery.slicknav.min.js	js/jquery.slicknav.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:32	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:32%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/wow.min.js	js/wow.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:34	9712/9712	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:34%20GMT	https://web.archive.org/web/20180825171821js_/http://ayadrezk.com/users/js/wow.min.js	js/wow.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:34	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:34%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/retina.min.js	js/retina.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:36	3873/3873	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:35%20GMT	https://web.archive.org/web/20180825174414js_/http://ayadrezk.com/users/js/retina.min.js	js/retina.min-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:36	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:36%20GMT	https://web.archive.org/web/20180825172000js_/http://ayadrezk.com/users/js/custom.js	js/custom-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:38	3346/3346	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2023%20Jan%202026%2018:24:37%20GMT	https://web.archive.org/web/20180825170318js_/http://ayadrezk.com/users/js/custom.js	js/custom-2.js	(from https://web.archive.org/web/20180825172000/http://ayadrezk.com/our-services-1)
11:24:38	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:38%20GMT	https://web.archive.org/web/20180825180001im_/http://ayadrezk.com/users/images/favicon.png	png/favicon-3.png	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:39	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:39%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/bootstrap.min.css	css/bootstrap.min-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:40	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:40%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/bootstrap-theme.min.css	css/bootstrap-theme.min-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:41	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:41%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/bootstrap-rtl.min.css	css/bootstrap-rtl.min-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:42%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/block_grid_bootstrap.css	css/block_grid_bootstrap-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:43	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:43%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/font-awesome.min.css	css/font-awesome.min-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:44%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/typicons.min.css	css/typicons.min-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:45	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:45%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/odometer-theme-default.css	css/odometer-theme-default-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:46	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:46%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/slider-pro.min.css	css/slider-pro.min-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:47	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:47%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/animate-custom.css	css/animate-custom-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:48	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:48%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/owl.carousel.css	css/owl.carousel-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:49%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/owl.theme.default.min.css	css/owl.theme.default.min-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:51%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/slicknav.min.css	css/slicknav.min-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:51%20GMT	https://web.archive.org/web/20180825180001cs_/http://ayadrezk.com/users/css/style.css	css/style-3.css	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:52	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:52%20GMT	https://web.archive.org/web/20180825180001im_/http://ayadrezk.com/users/images/logo.png	png/logo-3.png	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:53%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/	html/index-5.html	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:53%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-1	delayed/our-services-1.ea.delayed	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:54	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:54%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-3	other/our-services-3	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:55%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-4	other/our-services-4	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:56%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-5	other/our-services-5	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:57	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:57%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-6	other/our-services-6	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:58%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-7	other/our-services-7	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:24:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:24:59%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-8	other/our-services-8	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:00	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:00%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-9	other/our-services-9	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:01	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:01%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-customer	other/our-customer	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:02%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/about-us	other/about-us	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:03	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:03%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/contact-us	other/contact-us	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:04%20GMT	https://web.archive.org/web/20180825180001im_/http://ayadrezk.com/users/images/1.jpg	jpg/1-3.jpg	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:05	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:05%20GMT	https://web.archive.org/web/20180825180001/http://ayadrezk.com/users/index.html	html/index-6.html	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:06	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:06%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/jquery.min.js	js/jquery.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:07%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/bootstrap.min.js	js/bootstrap.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:08%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/jquery.hoverIntent.js	js/jquery.hoverintent-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:09	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:09%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/superfish.min.js	js/superfish.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:10	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:10%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/jquery.sliderPro.min.js	js/jquery.sliderpro.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:11	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:11%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/owl.carousel.min.js	js/owl.carousel.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:12%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/odometer.min.js	js/odometer.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:13	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:13%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/waypoints.min.js	js/waypoints.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:14	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:14%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/jquery.slicknav.min.js	js/jquery.slicknav.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:15%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/wow.min.js	js/wow.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:16	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:16%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/retina.min.js	js/retina.min-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:17%20GMT	https://web.archive.org/web/20180825180001js_/http://ayadrezk.com/users/js/custom.js	js/custom-3.js	(from https://web.archive.org/web/20180825180001/http://ayadrezk.com/our-services-2)
11:25:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:18%20GMT	https://web.archive.org/web/20180825165642im_/http://ayadrezk.com/users/images/favicon.png	png/favicon-3.png	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:19%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/bootstrap.min.css	css/bootstrap.min-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:20%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/bootstrap-theme.min.css	css/bootstrap-theme.min-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:21	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:21%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/bootstrap-rtl.min.css	css/bootstrap-rtl.min-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:22%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/block_grid_bootstrap.css	css/block_grid_bootstrap-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:23	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:23%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/font-awesome.min.css	css/font-awesome.min-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:24	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:24%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/typicons.min.css	css/typicons.min-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:25	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:25%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/odometer-theme-default.css	css/odometer-theme-default-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:26	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:26%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/slider-pro.min.css	css/slider-pro.min-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:27	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:27%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/animate-custom.css	css/animate-custom-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:28	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:28%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/owl.carousel.css	css/owl.carousel-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
11:25:29	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2023%20Jan%202026%2018:25:29%20GMT	https://web.archive.org/web/20180825165642cs_/http://ayadrezk.com/users/css/owl.theme.default.min.css	css/owl.theme.default.min-3.css	(from https://web.archive.org/web/20180825165642/http://ayadrezk.com/our-services-3)
